,X1,sex,cause_r,educ_r,age_r,location_r,random_number
1301,28551,Men,Firearm,Middle school,20-29,Street,1301
1302,8140,Men,Firearm,Primary or less,20-29,Street,1302
1303,11923,Men,Firearm,High School or more,20-29,Street,1303
1304,8422,Men,Firearm,Middle school,69 +,Street,1304
1305,9189,Men,Firearm,High School or more,20-29,Street,1305
1306,17711,Men,Firearm,High School or more,30-44,Street,1306
1307,14405,Men,Knife,High School or more,0-19,Other,1307
1308,17035,Men,Firearm,High School or more,30-44,Street,1308
1309,11246,Men,Firearm,Primary or less,69 +,Street,1309
1310,708,Men,Firearm,High School or more,30-44,Other,1310
1311,19103,Men,Knife,High School or more,30-44,Street,1311
1312,5969,Women,Non-specified means,High School or more,30-44,Other,1312
1313,21907,Men,Non-specified means,High School or more,45-69,Street,1313
1314,23111,Men,Other,Middle school,45-69,Other,1314
1315,2453,Men,Firearm,Primary or less,69 +,Street,1315
1316,27085,Men,Non-specified means,Middle school,30-44,Other,1316
1317,12942,Men,Firearm,High School or more,20-29,Street,1317
1318,12212,Men,Firearm,High School or more,30-44,Street,1318
1319,18957,Men,Knife,Middle school,20-29,Street,1319
1320,24503,Men,Firearm,High School or more,0-19,Other,1320
1321,5045,Men,Firearm,High School or more,30-44,Street,1321
1322,3489,Men,Firearm,Middle school,30-44,Street,1322
1323,3062,Men,Firearm,Middle school,20-29,Other,1323
1324,12657,Women,Firearm,High School or more,30-44,Other,1324
1325,6082,Men,Firearm,High School or more,20-29,Street,1325
1326,8736,Women,Asphyxiation,High School or more,20-29,Street,1326
1327,27344,Men,Non-specified means,High School or more,30-44,Street,1327
1328,5214,Men,Firearm,High School or more,30-44,Other,1328
1329,25417,Men,Firearm,Primary or less,30-44,Street,1329
1330,18216,Men,Firearm,Middle school,20-29,Street,1330
1331,29844,Men,Knife,High School or more,45-69,Street,1331
1332,19891,Men,Firearm,Middle school,45-69,Other,1332
1333,7469,Men,Firearm,High School or more,30-44,Street,1333
1334,26320,Men,Firearm,High School or more,30-44,Street,1334
1335,26088,Men,Firearm,High School or more,20-29,Street,1335
1336,11825,Men,Firearm,High School or more,20-29,Street,1336
1337,27812,Men,Firearm,High School or more,30-44,Street,1337
1338,31136,Men,Firearm,Middle school,30-44,Other,1338
1339,4004,Men,Knife,Primary or less,69 +,Other,1339
1340,26477,Men,Firearm,High School or more,30-44,Other,1340
1341,29723,Men,Knife,Middle school,30-44,Street,1341
1342,30297,Men,Firearm,Middle school,45-69,Street,1342
1343,10126,Men,Firearm,High School or more,30-44,Street,1343
1344,23064,Men,Firearm,Primary or less,30-44,Home,1344
1345,24467,Men,Firearm,Primary or less,20-29,Street,1345
1346,24622,Men,Firearm,High School or more,30-44,Other,1346
1347,23439,Men,Firearm,High School or more,45-69,Street,1347
1348,17478,Men,Knife,High School or more,20-29,Street,1348
1349,28838,Men,Firearm,Middle school,30-44,Street,1349
1350,28772,Men,Firearm,Primary or less,20-29,Other,1350
1351,13726,Men,Knife,Primary or less,45-69,Street,1351
1352,20528,Men,Non-specified means,Middle school,30-44,Home,1352
1353,29093,Women,Firearm,High School or more,30-44,Street,1353
1354,3785,Men,Firearm,Middle school,30-44,Street,1354
1355,3941,Men,Firearm,High School or more,0-19,Street,1355
1356,27213,Men,Asphyxiation,Primary or less,69 +,Street,1356
1357,17824,Men,Non-specified means,Middle school,20-29,Street,1357
1358,16615,Women,Firearm,High School or more,30-44,Street,1358
1359,20411,Men,Firearm,High School or more,0-19,Home,1359
1360,19798,Men,Firearm,Middle school,20-29,Other,1360
1361,30890,Men,Firearm,Middle school,20-29,Street,1361
1362,7910,Men,Firearm,High School or more,30-44,Street,1362
1363,647,Men,Firearm,Middle school,30-44,Other,1363
1364,22838,Men,Firearm,Middle school,20-29,Other,1364
1365,6223,Women,Firearm,High School or more,0-19,Home,1365
1366,12053,Men,Firearm,High School or more,0-19,Street,1366
1367,13562,Men,Knife,Middle school,45-69,Street,1367
1368,3778,Men,Firearm,Middle school,30-44,Street,1368
1369,26848,Men,Firearm,High School or more,30-44,Home,1369
1370,23637,Men,Firearm,Primary or less,69 +,Other,1370
1371,1193,Men,Firearm,High School or more,30-44,Street,1371
1372,27129,Men,Firearm,High School or more,30-44,Other,1372
1373,22080,Women,Firearm,Middle school,45-69,Home,1373
1374,31065,Men,Firearm,High School or more,30-44,Other,1374
1375,15532,Men,Firearm,High School or more,30-44,Street,1375
1376,29527,Men,Knife,High School or more,30-44,Street,1376
1377,28151,Men,Knife,High School or more,0-19,Street,1377
1378,355,Men,Asphyxiation,High School or more,30-44,Other,1378
1379,9713,Men,Firearm,Middle school,30-44,Street,1379
1380,21421,Men,Firearm,Primary or less,30-44,Street,1380
1381,30279,Men,Knife,High School or more,30-44,Street,1381
1382,7691,Men,Firearm,High School or more,30-44,Street,1382
1383,995,Men,Firearm,Middle school,0-19,Street,1383
1384,3728,Men,Knife,Middle school,30-44,Other,1384
1385,6337,Men,Firearm,Middle school,30-44,Street,1385
1386,13171,Men,Knife,High School or more,30-44,Street,1386
1387,17760,Women,Firearm,Primary or less,69 +,Street,1387
1388,16060,Men,Firearm,High School or more,20-29,Street,1388
1389,27244,Men,Non-specified means,High School or more,20-29,Street,1389
1390,7071,Men,Firearm,High School or more,20-29,Street,1390
1391,30608,Men,Knife,High School or more,45-69,Street,1391
1392,2920,Men,Other,Middle school,45-69,Street,1392
1393,26686,Men,Firearm,High School or more,20-29,Street,1393
1394,16832,Men,Asphyxiation,High School or more,30-44,Home,1394
1395,5203,Men,Knife,High School or more,30-44,Other,1395
1396,24618,Men,Firearm,High School or more,45-69,Street,1396
1397,6135,Men,Firearm,High School or more,20-29,Other,1397
1398,12938,Men,Knife,High School or more,30-44,Other,1398
1399,3621,Men,Non-specified means,Middle school,30-44,Other,1399
1400,8661,Men,Firearm,High School or more,0-19,Street,1400
1401,31607,Men,Firearm,High School or more,0-19,Street,1401
1402,7034,Men,Firearm,High School or more,30-44,Other,1402
1403,26430,Men,Firearm,Middle school,0-19,Other,1403
1404,30296,Men,Firearm,High School or more,30-44,Street,1404
1405,12393,Men,Firearm,High School or more,45-69,Street,1405
1406,16923,Men,Non-specified means,High School or more,30-44,Street,1406
1407,19529,Men,Firearm,Primary or less,45-69,Street,1407
1408,18082,Men,Firearm,High School or more,30-44,Street,1408
1409,16072,Women,Firearm,Primary or less,45-69,Home,1409
1410,12692,Men,Asphyxiation,Primary or less,30-44,Street,1410
1411,29386,Men,Firearm,Primary or less,20-29,Street,1411
1412,26392,Men,Asphyxiation,High School or more,20-29,Other,1412
1413,24388,Men,Firearm,Middle school,20-29,Home,1413
1414,25715,Men,Firearm,High School or more,20-29,Street,1414
1415,9780,Men,Firearm,Middle school,45-69,Other,1415
1416,25579,Men,Firearm,Primary or less,69 +,Other,1416
1417,23009,Men,Firearm,Primary or less,30-44,Home,1417
1418,8824,Men,Firearm,Middle school,20-29,Street,1418
1419,24559,Men,Asphyxiation,Primary or less,30-44,Home,1419
1420,1905,Women,Firearm,High School or more,30-44,Street,1420
1421,3839,Men,Firearm,High School or more,30-44,Street,1421
1422,18628,Men,Firearm,Middle school,20-29,Street,1422
1423,26154,Men,Other,Middle school,45-69,Street,1423
1424,25278,Men,Non-specified means,Primary or less,69 +,Other,1424
1425,16678,Men,Non-specified means,Primary or less,69 +,Other,1425
1426,6138,Men,Knife,High School or more,20-29,Street,1426
1427,22939,Men,Firearm,Primary or less,30-44,Street,1427
1428,24713,Men,Firearm,High School or more,20-29,Street,1428
1429,11174,Men,Firearm,Primary or less,69 +,Street,1429
1430,29019,Men,Firearm,High School or more,30-44,Home,1430
1431,31334,Men,Knife,Primary or less,69 +,Other,1431
1432,7736,Women,Firearm,High School or more,45-69,Other,1432
1433,1247,Men,Firearm,High School or more,30-44,Other,1433
1434,24735,Men,Firearm,High School or more,30-44,Street,1434
1435,31071,Women,Firearm,Primary or less,69 +,Street,1435
1436,11763,Men,Knife,Middle school,30-44,Street,1436
1437,13470,Men,Knife,Primary or less,69 +,Street,1437
1438,26004,Men,Firearm,High School or more,20-29,Street,1438
1439,2781,Men,Other,Primary or less,0-19,Street,1439
1440,899,Men,Firearm,Middle school,20-29,Street,1440
1441,6911,Men,Non-specified means,Primary or less,20-29,Other,1441
1442,21443,Men,Firearm,High School or more,30-44,Street,1442
1443,13528,Men,Firearm,Middle school,30-44,Street,1443
1444,19815,Men,Knife,Middle school,20-29,Street,1444
1445,9891,Men,Firearm,High School or more,30-44,Street,1445
1446,27988,Men,Firearm,Primary or less,0-19,Street,1446
1447,2491,Men,Other,Primary or less,69 +,Street,1447
1448,22679,Women,Firearm,Primary or less,20-29,Street,1448
1449,15895,Men,Firearm,High School or more,20-29,Street,1449
1450,5208,Men,Firearm,High School or more,20-29,Street,1450
1451,450,Men,Other,Middle school,45-69,Home,1451
1452,1859,Men,Firearm,Middle school,20-29,Street,1452
1453,16869,Women,Non-specified means,Primary or less,0-19,Home,1453
1454,15216,Men,Firearm,Middle school,45-69,Other,1454
1455,8246,Men,Firearm,Primary or less,30-44,Street,1455
1456,8719,Men,Knife,Primary or less,30-44,Other,1456
1457,28212,Men,Non-specified means,High School or more,20-29,Street,1457
1458,895,Men,Firearm,High School or more,30-44,Street,1458
1459,23862,Men,Non-specified means,High School or more,20-29,Street,1459
1460,20103,Men,Firearm,High School or more,20-29,Street,1460
1461,14817,Men,Firearm,High School or more,20-29,Street,1461
1462,2477,Men,Firearm,Middle school,20-29,Street,1462
1463,31278,Men,Firearm,Middle school,30-44,Street,1463
1464,63,Men,Asphyxiation,Middle school,30-44,Other,1464
1465,7070,Men,Firearm,Middle school,30-44,Street,1465
1466,27216,Men,Firearm,Middle school,20-29,Street,1466
1467,29269,Men,Firearm,High School or more,30-44,Street,1467
1468,10240,Men,Firearm,Middle school,30-44,Other,1468
1469,2535,Men,Other,Middle school,20-29,Home,1469
1470,25547,Men,Firearm,High School or more,30-44,Other,1470
1471,22936,Men,Firearm,Primary or less,45-69,Home,1471
1472,17530,Men,Other,High School or more,45-69,Home,1472
1473,8334,Men,Non-specified means,Middle school,30-44,Other,1473
1474,6384,Men,Firearm,High School or more,20-29,Street,1474
1475,20084,Men,Firearm,Primary or less,45-69,Street,1475
1476,3199,Men,Firearm,High School or more,45-69,Street,1476
1477,4053,Men,Firearm,High School or more,30-44,Street,1477
1478,10904,Men,Firearm,Primary or less,30-44,Street,1478
1479,15552,Men,Knife,High School or more,30-44,Street,1479
1480,1208,Men,Non-specified means,Primary or less,30-44,Street,1480
1481,26624,Men,Firearm,High School or more,30-44,Other,1481
1482,7893,Men,Firearm,Middle school,30-44,Street,1482
1483,25180,Men,Firearm,High School or more,30-44,Street,1483
1484,18293,Women,Non-specified means,Middle school,30-44,Home,1484
1485,12940,Men,Other,Middle school,45-69,Street,1485
1486,17431,Men,Asphyxiation,Primary or less,30-44,Street,1486
1487,5882,Women,Firearm,High School or more,30-44,Street,1487
1488,30478,Men,Firearm,High School or more,30-44,Street,1488
1489,11056,Men,Firearm,Primary or less,69 +,Other,1489
1490,6529,Men,Asphyxiation,High School or more,30-44,Street,1490
1491,26283,Men,Firearm,High School or more,45-69,Street,1491
1492,6638,Men,Firearm,Primary or less,45-69,Home,1492
1493,7877,Men,Firearm,Middle school,20-29,Street,1493
1494,20195,Men,Firearm,High School or more,20-29,Street,1494
1495,17846,Men,Firearm,Middle school,30-44,Street,1495
1496,23140,Men,Knife,High School or more,45-69,Street,1496
1497,7669,Men,Non-specified means,High School or more,20-29,Street,1497
1498,10059,Men,Asphyxiation,Primary or less,69 +,Other,1498
1499,29157,Men,Other,Primary or less,69 +,Street,1499
1500,8893,Men,Firearm,Primary or less,30-44,Street,1500
1501,609,Men,Firearm,High School or more,30-44,Street,1501
1502,14077,Men,Non-specified means,Primary or less,69 +,Street,1502
1503,24785,Men,Knife,High School or more,20-29,Street,1503
1504,9152,Men,Firearm,High School or more,45-69,Street,1504
1505,22815,Men,Firearm,Middle school,69 +,Street,1505
1506,31271,Men,Firearm,Primary or less,69 +,Other,1506
1507,27551,Men,Firearm,Middle school,0-19,Street,1507
1508,9251,Men,Non-specified means,High School or more,20-29,Street,1508
1509,1428,Men,Firearm,High School or more,30-44,Other,1509
1510,9684,Men,Firearm,High School or more,20-29,Other,1510
1511,8308,Men,Firearm,Middle school,20-29,Street,1511
1512,8815,Men,Firearm,High School or more,20-29,Street,1512
1513,25347,Men,Firearm,High School or more,20-29,Street,1513
1514,9391,Men,Firearm,High School or more,45-69,Other,1514
1515,11845,Men,Firearm,High School or more,20-29,Street,1515
1516,16006,Women,Asphyxiation,High School or more,30-44,Street,1516
1517,2377,Men,Firearm,High School or more,30-44,Street,1517
1518,13940,Men,Asphyxiation,Primary or less,69 +,Street,1518
1519,18148,Men,Firearm,Middle school,45-69,Other,1519
1520,4971,Men,Firearm,Primary or less,69 +,Other,1520
1521,6546,Men,Firearm,High School or more,30-44,Street,1521
1522,714,Women,Firearm,High School or more,45-69,Other,1522
1523,29041,Men,Firearm,Primary or less,30-44,Street,1523
1524,27250,Men,Firearm,Middle school,45-69,Street,1524
1525,464,Men,Firearm,High School or more,30-44,Other,1525
1526,13785,Men,Asphyxiation,Primary or less,69 +,Other,1526
1527,5498,Men,Asphyxiation,Primary or less,20-29,Home,1527
1528,30432,Men,Non-specified means,Middle school,45-69,Other,1528
1529,13811,Women,Firearm,High School or more,30-44,Other,1529
1530,3910,Men,Firearm,Middle school,20-29,Street,1530
1531,5023,Men,Firearm,Primary or less,30-44,Street,1531
1532,17954,Men,Firearm,High School or more,30-44,Street,1532
1533,2225,Men,Firearm,Primary or less,20-29,Other,1533
1534,31096,Men,Firearm,High School or more,20-29,Street,1534
1535,22491,Men,Firearm,Middle school,30-44,Street,1535
1536,5765,Men,Firearm,Middle school,30-44,Street,1536
1537,17099,Men,Firearm,High School or more,30-44,Street,1537
1538,13704,Men,Firearm,High School or more,30-44,Other,1538
1539,17890,Men,Non-specified means,High School or more,30-44,Street,1539
1540,16726,Men,Knife,High School or more,30-44,Home,1540
1541,17598,Men,Knife,Primary or less,45-69,Home,1541
1542,24440,Men,Asphyxiation,High School or more,20-29,Street,1542
1543,7191,Men,Asphyxiation,Primary or less,69 +,Home,1543
1544,11605,Men,Firearm,High School or more,20-29,Other,1544
1545,27817,Men,Firearm,Primary or less,30-44,Street,1545
1546,3796,Men,Firearm,High School or more,30-44,Street,1546
1547,3878,Men,Firearm,High School or more,30-44,Street,1547
1548,1405,Men,Firearm,Primary or less,45-69,Other,1548
1549,1274,Men,Firearm,High School or more,30-44,Street,1549
1550,24244,Men,Knife,Primary or less,0-19,Other,1550
1551,16328,Men,Non-specified means,Middle school,20-29,Street,1551
1552,30283,Men,Firearm,High School or more,30-44,Street,1552
1553,22911,Women,Firearm,Primary or less,45-69,Home,1553
1554,15180,Women,Asphyxiation,Primary or less,0-19,Other,1554
1555,6154,Men,Firearm,Middle school,45-69,Home,1555
1556,29743,Men,Asphyxiation,Middle school,30-44,Home,1556
1557,16960,Women,Non-specified means,High School or more,20-29,Home,1557
1558,20081,Men,Firearm,Primary or less,69 +,Street,1558
1559,1163,Men,Knife,Primary or less,20-29,Street,1559
1560,15711,Men,Non-specified means,High School or more,0-19,Other,1560
1561,4184,Men,Firearm,Primary or less,69 +,Street,1561
1562,203,Men,Non-specified means,Primary or less,45-69,Other,1562
1563,15166,Men,Firearm,Middle school,30-44,Other,1563
1564,1092,Women,Asphyxiation,Primary or less,20-29,Street,1564
1565,8643,Men,Firearm,Middle school,30-44,Other,1565
1566,9340,Men,Firearm,Middle school,30-44,Street,1566
1567,9967,Men,Firearm,Middle school,30-44,Home,1567
1568,17157,Men,Firearm,Primary or less,20-29,Home,1568
1569,29687,Men,Asphyxiation,Primary or less,20-29,Street,1569
1570,2524,Men,Firearm,High School or more,20-29,Street,1570
1571,28650,Men,Knife,High School or more,30-44,Other,1571
