"","X1","sexo2","cause_r","educ_r","age_r","location_r","random_number"
"4402",4402,"Men","Firearm","High School or more","30-44","Street",20828
"4403",4403,"Men","Knife","Primary or less","30-44","Street",21732
"4404",4404,"Men","Firearm","High School or more","20-29","Street",9863
"4405",4405,"Men","Firearm","High School or more","30-44","Street",13470
"4406",4406,"Men","Knife","High School or more","20-29","Street",2028
"4407",4407,"Women","Non-specified means","High School or more","30-44","Other",16682
"4408",4408,"Men","Asphyxiation","Middle school","45-69","Home",19057
"4409",4409,"Women","Knife","Primary or less","20-29","Street",14417
"4410",4410,"Men","Non-specified means","Middle school","0-19","Other",6332
"4411",4411,"Men","Firearm","Middle school","45-69","Street",23573
"4412",4412,"Men","Knife","Middle school","30-44","Street",23730
"4413",4413,"Men","Other","High School or more","45-69","Other",29898
"4414",4414,"Men","Firearm","Middle school","45-69","Home",6607
"4415",4415,"Men","Knife","Middle school","20-29","Street",18249
"4416",4416,"Men","Knife","Primary or less","30-44","Street",25347
"4417",4417,"Men","Knife","Middle school","20-29","Street",27944
"4418",4418,"Men","Other","High School or more","45-69","Home",1087
"4419",4419,"Men","Other","Middle school","69 +","Street",8554
"4420",4420,"Men","Knife","High School or more","45-69","Street",3774
"4421",4421,"Men","Knife","Middle school","45-69","Other",17624
"4422",4422,"Men","Knife","Primary or less","30-44","Street",29296
"4423",4423,"Women","Knife","High School or more","20-29","Street",12425
"4424",4424,"Men","Knife","Primary or less","20-29","Other",24509
"4425",4425,"Men","Firearm","Primary or less","20-29","Street",8082
"4426",4426,"Men","Firearm","Middle school","45-69","Home",25587
"4427",4427,"Men","Firearm","Primary or less","20-29","Home",8768
"4428",4428,"Men","Firearm","Middle school","30-44","Street",21129
"4429",4429,"Men","Firearm","Primary or less","45-69","Other",19231
"4430",4430,"Men","Knife","Middle school","45-69","Home",758
"4431",4431,"Men","Firearm","High School or more","30-44","Street",28211
"4432",4432,"Men","Firearm","High School or more","30-44","Street",16805
"4433",4433,"Men","Knife","Primary or less","30-44","Street",3852
"4434",4434,"Men","Firearm","Middle school","30-44","Other",24271
"4435",4435,"Men","Firearm","Middle school","45-69","Street",9816
"4436",4436,"Men","Firearm","Primary or less","30-44","Street",9450
"4437",4437,"Men","Firearm","High School or more","30-44","Street",29405
"4438",4438,"Men","Firearm","Middle school","0-19","Other",2965
"4439",4439,"Men","Firearm","Primary or less","20-29","Other",16085
"4440",4440,"Men","Asphyxiation","Primary or less","0-19","Other",8749
"4441",4441,"Men","Firearm","High School or more","0-19","Street",2342
"4442",4442,"Men","Firearm","Primary or less","0-19","Street",15943
"4443",4443,"Men","Non-specified means","High School or more","20-29","Other",7971
"4444",4444,"Men","Firearm","Middle school","45-69","Other",22827
"4445",4445,"Men","Knife","High School or more","0-19","Street",31459
"4446",4446,"Men","Knife","Primary or less","45-69","Street",2031
"4447",4447,"Men","Knife","Middle school","45-69","Street",28751
"4448",4448,"Men","Firearm","High School or more","0-19","Home",23304
"4449",4449,"Men","Firearm","Primary or less","20-29","Street",2841
"4450",4450,"Men","Firearm","High School or more","0-19","Street",9190
"4451",4451,"Men","Knife","High School or more","0-19","Street",26989
"4452",4452,"Men","Firearm","Middle school","30-44","Other",30309
"4453",4453,"Men","Knife","High School or more","30-44","Other",24124
"4454",4454,"Men","Non-specified means","Middle school","45-69","Other",27711
"4455",4455,"Men","Firearm","High School or more","20-29","Street",12801
"4456",4456,"Men","Firearm","High School or more","30-44","Street",28953
"4457",4457,"Men","Knife","Primary or less","45-69","Other",7700
"4458",4458,"Women","Knife","High School or more","0-19","Home",14811
"4459",4459,"Men","Other","Middle school","30-44","Street",7385
"4460",4460,"Men","Firearm","High School or more","0-19","Street",24039
"4461",4461,"Men","Firearm","High School or more","20-29","Street",24932
"4462",4462,"Men","Knife","Middle school","20-29","Street",16875
"4463",4463,"Men","Knife","High School or more","20-29","Street",21950
"4464",4464,"Men","Firearm","Middle school","20-29","Street",427
"4465",4465,"Women","Knife","Middle school","20-29","Home",30759
"4466",4466,"Men","Firearm","High School or more","20-29","Street",2267
"4467",4467,"Men","Firearm","High School or more","30-44","Street",17167
"4468",4468,"Men","Knife","Primary or less","69 +","Home",24925
"4469",4469,"Women","Firearm","Middle school","30-44","Street",28724
"4470",4470,"Men","Firearm","High School or more","30-44","Street",26830
"4471",4471,"Men","Firearm","High School or more","30-44","Street",20859
"4472",4472,"Men","Firearm","High School or more","30-44","Street",2433
"4473",4473,"Women","Firearm","High School or more","45-69","Home",25560
"4474",4474,"Women","Knife","Middle school","30-44","Street",2108
"4475",4475,"Men","Knife","Middle school","30-44","Street",1926
"4476",4476,"Men","Knife","High School or more","30-44","Home",15233
"4477",4477,"Men","Firearm","High School or more","20-29","Street",12864
"4478",4478,"Women","Firearm","Middle school","30-44","Other",12830
"4479",4479,"Men","Firearm","Middle school","20-29","Street",305
"4480",4480,"Men","Knife","Middle school","30-44","Street",30900
"4481",4481,"Men","Firearm","High School or more","30-44","Street",18326
"4482",4482,"Men","Firearm","High School or more","45-69","Street",16109
"4483",4483,"Men","Firearm","High School or more","45-69","Home",10499
"4484",4484,"Men","Other","Middle school","30-44","Street",17610
"4485",4485,"Men","Firearm","Middle school","45-69","Street",22021
"4486",4486,"Men","Knife","Middle school","20-29","Other",21362
"4487",4487,"Men","Firearm","High School or more","30-44","Street",15738
"4488",4488,"Men","Knife","Middle school","30-44","Street",2566
"4489",4489,"Men","Firearm","Middle school","30-44","Home",31357
"4490",4490,"Men","Knife","High School or more","30-44","Street",21519
"4491",4491,"Men","Knife","Primary or less","30-44","Street",26102
"4492",4492,"Men","Firearm","High School or more","30-44","Other",19374
"4493",4493,"Men","Knife","Primary or less","30-44","Street",15328
"4494",4494,"Men","Asphyxiation","Primary or less","0-19","Other",9694
"4495",4495,"Men","Firearm","Middle school","30-44","Street",30117
"4496",4496,"Men","Firearm","Primary or less","20-29","Street",24075
"4497",4497,"Men","Other","Primary or less","69 +","Home",171
"4498",4498,"Men","Firearm","Primary or less","69 +","Street",31293
"4499",4499,"Men","Firearm","Primary or less","0-19","Street",1029
"4500",4500,"Women","Other","Primary or less","69 +","Home",23637
"4501",4501,"Men","Firearm","Middle school","20-29","Home",2972
"4502",4502,"Men","Other","High School or more","0-19","Street",9517
"4503",4503,"Men","Knife","Primary or less","20-29","Street",25210
"4504",4504,"Men","Knife","Primary or less","45-69","Other",22641
"4505",4505,"Women","Firearm","Primary or less","45-69","Home",9396
"4506",4506,"Men","Knife","Middle school","45-69","Home",27674
"4507",4507,"Women","Firearm","Middle school","0-19","Street",30732
"4508",4508,"Men","Firearm","Middle school","45-69","Street",7938
"4509",4509,"Women","Firearm","Primary or less","45-69","Street",13247
"4510",4510,"Men","Firearm","Middle school","0-19","Street",13200
"4511",4511,"Men","Knife","Primary or less","45-69","Street",22413
"4512",4512,"Men","Firearm","Middle school","45-69","Home",14613
"4513",4513,"Men","Knife","Middle school","30-44","Street",26290
"4514",4514,"Men","Firearm","Middle school","20-29","Street",1844
"4515",4515,"Men","Firearm","High School or more","30-44","Street",20070
"4516",4516,"Men","Knife","Primary or less","30-44","Other",9504
"4517",4517,"Women","Knife","Primary or less","30-44","Street",13544
"4518",4518,"Men","Firearm","Middle school","20-29","Street",8622
"4519",4519,"Men","Firearm","Primary or less","30-44","Street",25972
"4520",4520,"Men","Knife","Middle school","30-44","Street",10659
"4521",4521,"Men","Knife","Primary or less","45-69","Home",15682
"4522",4522,"Men","Other","High School or more","20-29","Other",11404
"4523",4523,"Men","Other","High School or more","0-19","Other",22630
"4524",4524,"Men","Other","High School or more","0-19","Other",30988
"4525",4525,"Men","Firearm","Middle school","30-44","Street",103
"4526",4526,"Men","Knife","High School or more","20-29","Street",15313
"4527",4527,"Men","Firearm","Middle school","30-44","Street",17465
"4528",4528,"Men","Firearm","High School or more","0-19","Street",24131
"4529",4529,"Men","Non-specified means","High School or more","30-44","Home",23296
"4530",4530,"Men","Knife","Primary or less","30-44","Street",27760
"4531",4531,"Men","Knife","Primary or less","30-44","Street",11067
"4532",4532,"Men","Firearm","High School or more","30-44","Street",22808
"4533",4533,"Women","Firearm","Middle school","30-44","Home",19542
"4534",4534,"Men","Other","Middle school","30-44","Street",19796
"4535",4535,"Men","Firearm","Middle school","30-44","Street",29292
"4536",4536,"Women","Other","Middle school","45-69","Other",26221
"4537",4537,"Men","Firearm","Middle school","30-44","Street",21779
"4538",4538,"Men","Firearm","Middle school","30-44","Street",13493
"4539",4539,"Men","Firearm","Middle school","0-19","Street",12273
"4540",4540,"Men","Other","Primary or less","69 +","Street",1178
"4541",4541,"Women","Asphyxiation","Middle school","20-29","Street",26248
"4542",4542,"Men","Firearm","High School or more","0-19","Street",24312
"4543",4543,"Men","Firearm","Middle school","20-29","Street",25807
"4544",4544,"Men","Knife","Middle school","20-29","Street",24587
"4545",4545,"Men","Firearm","Middle school","30-44","Street",28112
"4546",4546,"Men","Firearm","High School or more","30-44","Street",12803
"4547",4547,"Men","Firearm","High School or more","30-44","Street",19836
"4548",4548,"Men","Knife","Middle school","20-29","Street",2412
"4549",4549,"Men","Knife","High School or more","0-19","Street",7954
"4550",4550,"Men","Firearm","High School or more","45-69","Other",1624
"4551",4551,"Men","Firearm","High School or more","20-29","Street",31314
"4552",4552,"Men","Firearm","Middle school","30-44","Street",14047
"4553",4553,"Men","Firearm","High School or more","20-29","Street",10093
"4554",4554,"Men","Firearm","Middle school","0-19","Street",24334
"4555",4555,"Men","Other","Middle school","45-69","Street",25751
"4556",4556,"Men","Firearm","Middle school","20-29","Street",9012
"4557",4557,"Men","Knife","Primary or less","45-69","Street",7154
"4558",4558,"Men","Other","Primary or less","20-29","Street",13958
"4559",4559,"Men","Other","Primary or less","69 +","Street",10914
"4560",4560,"Men","Firearm","High School or more","30-44","Street",12275
"4561",4561,"Men","Knife","Middle school","20-29","Street",21462
"4562",4562,"Men","Firearm","High School or more","30-44","Home",7457
"4563",4563,"Men","Knife","Middle school","45-69","Street",29361
"4564",4564,"Men","Other","High School or more","30-44","Street",3626
"4565",4565,"Men","Knife","Middle school","20-29","Street",16857
"4566",4566,"Women","Other","High School or more","30-44","Street",23010
"4567",4567,"Women","Asphyxiation","High School or more","45-69","Home",29912
"4568",4568,"Men","Asphyxiation","Middle school","69 +","Home",10474
"4569",4569,"Men","Firearm","High School or more","45-69","Street",26867
"4570",4570,"Women","Other","Middle school","30-44","Other",21618
"4571",4571,"Men","Firearm","High School or more","30-44","Street",13823
"4572",4572,"Men","Knife","Middle school","30-44","Other",10043
"4573",4573,"Women","Knife","Primary or less","30-44","Street",23688
"4574",4574,"Men","Firearm","Middle school","30-44","Street",14407
"4575",4575,"Men","Firearm","Middle school","20-29","Home",6366
"4576",4576,"Men","Knife","Primary or less","30-44","Street",4493
"4577",4577,"Men","Knife","Primary or less","30-44","Street",8538
"4578",4578,"Men","Other","Primary or less","45-69","Other",10103
"4579",4579,"Men","Firearm","Middle school","30-44","Street",19947
"4580",4580,"Men","Knife","High School or more","30-44","Other",25784
"4581",4581,"Men","Knife","Primary or less","45-69","Street",2340
"4582",4582,"Men","Knife","High School or more","45-69","Other",27987
"4583",4583,"Men","Other","High School or more","20-29","Street",10272
"4584",4584,"Men","Other","High School or more","45-69","Street",14468
"4585",4585,"Men","Firearm","High School or more","45-69","Street",11497
"4586",4586,"Men","Firearm","High School or more","0-19","Home",2018
"4587",4587,"Men","Knife","High School or more","45-69","Street",7779
"4588",4588,"Men","Firearm","Middle school","45-69","Street",29096
"4589",4589,"Men","Knife","Middle school","45-69","Other",53
"4590",4590,"Men","Knife","Primary or less","45-69","Street",23444
"4591",4591,"Men","Asphyxiation","High School or more","20-29","Home",23450
"4592",4592,"Women","Asphyxiation","High School or more","20-29","Home",12764
"4593",4593,"Men","Knife","Primary or less","20-29","Street",31477
"4594",4594,"Men","Other","High School or more","30-44","Street",24228
"4595",4595,"Men","Knife","Middle school","30-44","Home",5860
"4596",4596,"Men","Firearm","High School or more","20-29","Street",14709
"4597",4597,"Men","Knife","Primary or less","30-44","Other",30901
